,Title,type,subway,check,score_Кухня,score_Интерьер,score_Сервис,votes,district
2009,Мимино,Кафе,"Маяковская, Площадь Восстания",650.0,10.0,9.2,9.4,5.0,distr_Centr
2010,Мангал & Гриль,Ресторан,"Владимирская, Достоевская",1000.0,0.0,0.0,0.0,1.0,distr_Centr
2011,Сулугуни и вино,Ресторан,"Сенная Площадь, Садовая, Спасская",1000.0,0.0,0.0,0.0,4.0,distr_Centr
2012,Sunny Georgia,Ресторан,"Маяковская, Площадь Восстания",1050.0,0.0,0.0,0.0,4.0,distr_Centr
2014,Ferma Burger,Кафе,"Сенная Площадь, Спасская, Садовая",350.0,0.0,0.0,0.0,2.0,distr_Centr
2015,Freedom,Антикафе,"Невский Проспект, Гостиный Двор",500.0,0.0,0.0,0.0,1.0,distr_Centr
2017,Baraka,Кафе,"Невский Проспект, Гостиный Двор",300.0,0.0,0.0,0.0,1.0,distr_Centr
2019,Воды Лагидзе,Кафе,"Невский Проспект, Гостиный Двор",550.0,0.0,0.0,0.0,4.0,distr_Centr
2020,Горизонталь,Кафе,Лиговский Проспект,150.0,0.0,0.0,0.0,1.0,distr_Centr
2025,Магриб,Кафе,Гостиный Двор,1175.0,0.0,0.0,0.0,4.0,distr_Centr
2027,Mukuzani,Кафе,Чернышевская,700.0,0.0,0.0,0.0,3.0,distr_Centr
2028,Пирожковая,Кафе,"Площадь Восстания, Маяковская",250.0,0.0,0.0,0.0,1.0,distr_Centr
2029,Республика кошек,Кафе,"Садовая, Сенная Площадь, Спасская",200.0,0.0,0.0,0.0,5.0,distr_Centr
2030,У Швейка,Ресторан,"Гостиный Двор, Невский Проспект",1200.0,0.0,0.0,0.0,1.0,distr_Centr
2033,Фреш Пойнт,Служба доставки,"Маяковская, Площадь Восстания",350.0,0.0,0.0,0.0,2.0,distr_Centr
2034,Хачапурная хинкальная,Кафе,Чернышевская,500.0,0.0,0.0,0.0,3.0,distr_Centr
2037,Чайковский,Банкетный зал,Чернышевская,1000.0,0.0,0.0,0.0,8.0,distr_Centr
2038,Апшерон,Ресторан,"Садовая, Сенная Площадь, Спасская",800.0,8.8,8.2,7.3,8.0,distr_Centr
2040,Арарат,Кафе,"Садовая, Сенная Площадь, Спасская",750.0,0.0,0.0,0.0,2.0,distr_Centr
2042,Bella Leone,Ресторан,"Владимирская, Достоевская",2300.0,0.0,0.0,0.0,2.0,distr_Centr
2043,Эмеральд,Банкетный зал,"Маяковская, Площадь Восстания",3000.0,0.0,0.0,0.0,1.0,distr_Centr
2044,Veggie Box,Кафе,Лиговский Проспект,350.0,0.0,0.0,0.0,2.0,distr_Centr
2045,Гянджа,Ресторан,"Маяковская, Площадь Восстания, Площадь Александра Невского",650.0,0.0,0.0,0.0,3.0,distr_Centr
2046,Dew,Кафе,"Владимирская, Достоевская",500.0,0.0,0.0,0.0,3.0,distr_Centr
2047,Juju's Cafe,Ресторан,"Сенная Площадь, Садовая, Спасская, Балтийская",700.0,0.0,0.0,0.0,1.0,distr_Centr
2048,Долма,Ресторан,"Адмиралтейская, Невский Проспект",700.0,0.0,0.0,0.0,4.0,distr_Centr
2049,Ibis Kitchen,Ресторан,"Лиговский Проспект, Маяковская, Площадь Восстания",1050.0,0.0,0.0,0.0,1.0,distr_Centr
2056,Cofico,Кафе,"Садовая, Сенная Площадь, Спасская",100.0,0.0,0.0,0.0,2.0,distr_Centr
2057,Красный лис,Кафе,Чернышевская,550.0,0.0,0.0,0.0,1.0,distr_Centr
2058,Культурная супперия,Кафе,"Невский Проспект, Гостиный Двор",150.0,0.0,0.0,0.0,1.0,distr_Centr
2059,Crystal Spa & Lounge,Ресторан,"Маяковская, Площадь Восстания",950.0,0.0,0.0,0.0,2.0,distr_Centr
2062,Ленинградские пышки,Кафе,Владимирская,50.0,0.0,0.0,0.0,2.0,distr_Centr
2066,Малыш,Кафе,"Чернышевская, Маяковская, Площадь Восстания",400.0,0.0,0.0,0.0,4.0,distr_Centr
2067,"Место встречи «Казанская, 7»",Ресторанный комплекс,Невский Проспект,1600.0,0.0,0.0,0.0,5.0,distr_Centr
2068,На Коломенской,Ресторан,Лиговский Проспект,1500.0,0.0,0.0,0.0,3.0,distr_Centr
2072,Пышечная на Садовой,Кафе,"Сенная Площадь, Садовая, Спасская",50.0,0.0,0.0,0.0,1.0,distr_Centr
2073,Russian Paradise,Ресторан,Чернышевская,1500.0,0.0,0.0,0.0,4.0,distr_Centr
2074,Smiley,Кафе,Лиговский Проспект,400.0,0.0,0.0,0.0,1.0,distr_Centr
2078,Banchetto,Банкетный зал,"Невский Проспект, Гостиный Двор, Адмиралтейская",1500.0,0.0,0.0,0.0,1.0,distr_Centr
2082,Треска,Кафе,Чернышевская,700.0,0.0,0.0,0.0,1.0,distr_Centr
2084,The Greenery,Кафе,"Владимирская, Достоевская",400.0,0.0,0.0,0.0,3.0,distr_Centr
2086,Малиновка,Банкетный зал,"Чернышевская, Новочеркасская",1500.0,7.7,9.3,8.3,15.0,distr_Centr
2087,Боулинг-клуб,Банкетный зал,"Садовая, Сенная Площадь, Спасская",1500.0,0.0,0.0,0.0,2.0,distr_Centr
2096,Хельсинкикафе,Кафе,"Невский Проспект, Гостиный Двор, Адмиралтейская",250.0,0.0,0.0,0.0,1.0,distr_Centr
2098,Хижина,Ресторан,"Владимирская, Достоевская",800.0,0.0,0.0,0.0,2.0,distr_Centr
2103,Юсуповский дворик,Кафе,"Сенная Площадь, Садовая, Спасская",1000.0,0.0,0.0,0.0,1.0,distr_Centr
2105,Белый рояль,Банкетный зал,"Обводный канал, Лиговский Проспект",1500.0,9.4,9.7,9.4,85.0,distr_Centr
2113,Сезоны,Банкетный зал,"Достоевская, Владимирская, Гостиный Двор",2100.0,9.8,9.8,9.7,77.0,distr_Centr
2114,Корсаков,Банкетный зал,"Садовая, Сенная Площадь, Спасская",1800.0,9.7,9.8,9.7,62.0,distr_Centr
2117,Amulet,Банкетный зал,"Чернышевская, Маяковская, Площадь Восстания",1000.0,9.7,9.7,9.7,103.0,distr_Centr
2118,Laudes,Банкетный зал,"Владимирская, Достоевская, Звенигородская",1500.0,10.0,10.0,10.0,7.0,distr_Centr
2120,Лофт «Фьюжн»,Банкетный зал,Чернышевская,2000.0,10.0,9.8,9.8,6.0,distr_Centr
2124,Хачапури и вино,Кафе,"Владимирская, Достоевская, Звенигородская",700.0,7.6,6.8,6.3,64.0,distr_Centr
2125,Le Cotlete,Ресторан,Чернышевская,1200.0,9.6,9.2,9.7,8.0,distr_Centr
2127,PanTao,Кафе,"Спасская, Садовая",1300.0,9.2,9.2,9.5,25.0,distr_Centr
2128,ObedBufet,Кафе,"Маяковская, Площадь Восстания",500.0,8.8,8.9,8.6,449.0,distr_Centr
2337,Этнос,Ресторан,Владимирская,1100.0,0.0,0.0,0.0,3.0,distr_Centr
2340,Gogi,Ресторан,"Гостиный Двор, Невский Проспект",1100.0,9.7,9.6,9.7,11.0,distr_Centr
2347,МаккоЛи,Кафе,"Садовая, Спасская, Сенная Площадь",1000.0,7.5,7.3,7.6,11.0,distr_Centr
2350,Bab Jib,Кафе,"Маяковская, Площадь Восстания",800.0,6.3,4.2,5.4,4.0,distr_Centr
2351,Biwon,Ресторан,"Садовая, Сенная Площадь, Спасская",1000.0,5.9,4.9,6.1,7.0,distr_Centr
2352,Нан,Кафе,Невский Проспект,300.0,0.0,0.0,0.0,1.0,distr_Centr
2368,Мясной цех,Стейк-хаус,Петроградская,2500.0,7.0,9.0,7.0,1.0,distr_Petr
2390,Сад,Ресторан,Чкаловская,1300.0,6.8,9.2,8.4,8.0,distr_Petr
2402,Harvest,Ресторан,Спортивная,1400.0,8.5,8.3,8.6,25.0,distr_Petr
2404,Glasses of Wine,Ресторан,Петроградская,1500.0,8.6,9.1,9.1,35.0,distr_Petr
2412,Food Park,Ресторан,Горьковская,1200.0,7.4,8.2,6.9,97.0,distr_Petr
2415,Хачо и Пури,Кафе,Чкаловская,900.0,0.0,0.0,0.0,1.0,distr_Petr
2419,Ателье Tapas&bar,Бар,Чкаловская,400.0,8.5,8.4,8.3,12.0,distr_Petr
2425,Beauty Bar & Kitchen,Ресторан,Чкаловская,1400.0,10.0,9.7,10.0,4.0,distr_Petr
2428,Italy на Большом,Ресторан,"Чкаловская, Спортивная, Петроградская",1400.0,8.1,8.2,7.7,104.0,distr_Petr
2430,Пряности&Радости,Ресторан,"Горьковская, Петроградская",2000.0,7.6,8.0,7.2,95.0,distr_Petr
2437,Barra Cholo,Ресторан,Петроградская,1200.0,7.9,7.6,8.3,13.0,distr_Petr
2453,Мамалыга бар,Ресторан,Чкаловская,1000.0,8.4,7.7,7.3,6.0,distr_Petr
2465,Timmermans Bar,Ресторан,Чкаловская,1300.0,8.7,7.9,8.8,5.0,distr_Petr
2470,RoseMary,Ресторан,Горьковская,2000.0,8.3,7.4,7.9,12.0,distr_Petr
2474,Too Chi,Гастробар,"Спортивная, Горьковская",1300.0,7.7,8.2,8.0,9.0,distr_Petr
2475,Marseria,Банкетный зал,"Петроградская, Черная Речка, Лесная, Выборгская",2000.0,0.0,0.0,0.0,4.0,distr_Petr
2490,Привилегия,Ресторан,"Крестовский Остров, Чкаловская",2000.0,0.0,0.0,0.0,1.0,distr_Petr
2495,Opetit,Кофейня,Спортивная,200.0,7.8,8.1,7.9,19.0,distr_Petr
2498,Экспедиция Тигрис,Кафе,Петроградская,700.0,0.0,0.0,0.0,2.0,distr_Petr
2500,Стейк давай,Ресторан,"Чкаловская, Петроградская",1500.0,0.0,0.0,0.0,3.0,distr_Petr
2508,Pio Nero,Кафе,Спортивная,1000.0,8.3,7.7,6.9,17.0,distr_Petr
2510,Marani,Кафе,"Спортивная, Василеостровская",750.0,0.0,0.0,0.0,1.0,distr_Petr
2513,Subzero,Ресторан,Петроградская,1300.0,8.3,6.7,7.3,2.0,distr_Petr
2516,Балкан,Ресторан,Горьковская,1300.0,8.0,7.0,7.0,1.0,distr_Petr
2519,BeefZavod,Ресторан,Петроградская,2000.0,6.5,8.2,8.0,21.0,distr_Petr
2522,Proviant,Ресторан,Петроградская,1500.0,7.8,7.8,7.5,6.0,distr_Petr
2523,ParkKing,Ресторан,Горьковская,1400.0,7.4,7.7,5.9,76.0,distr_Petr
2531,Алые паруса,Ресторан,Горьковская,1500.0,4.9,6.7,4.3,40.0,distr_Petr
2539,BeerBurger,Кафе,Спортивная,1000.0,7.6,7.8,6.7,72.0,distr_Petr
2542,Ginza,Ресторан,Петроградская,4000.0,7.8,8.0,7.9,45.0,distr_Petr
2543,Лужайка,Ресторан,Петроградская,2750.0,7.5,8.9,7.0,7.0,distr_Petr
2550,Manneken Pis,Кафе,Горьковская,1000.0,8.3,8.3,8.3,24.0,distr_Petr
2570,Ardenne,Ресторан,Петроградская,1300.0,7.9,7.6,8.0,6.0,distr_Petr
2573,Литера G,Ресторан,"Чкаловская, Петроградская",1400.0,7.3,7.2,7.0,6.0,distr_Petr
2574,Capuletti,Ресторан,Петроградская,2000.0,7.4,8.3,7.4,186.0,distr_Petr
2578,Pshaveli хинкали-бар,Кафе,Петроградская,700.0,8.7,8.4,8.4,24.0,distr_Petr
2579,Футура,Кафе,Петроградская,1200.0,7.4,7.6,7.2,6.0,distr_Petr
2581,Марсала,Банкетный зал,Петроградская,1750.0,9.5,9.6,9.5,56.0,distr_Petr
2644,Shanti Project Петроградская,Гастробар,"Петроградская, Горьковская",1500.0,9.2,8.9,8.3,8.0,distr_Petr
2647,AEffect,Ресторан,Чкаловская,1700.0,0.0,0.0,0.0,2.0,distr_Petr
2652,Lion,Ресторан,"Василеостровская, Спортивная",1200.0,7.4,6.4,7.2,3.0,distr_Petr
2655,Medici,Ресторан,Петроградская,800.0,7.9,9.5,8.4,4.0,distr_Petr
2689,Беринг,Ресторан,"Горьковская, Площадь Ленина",1100.0,8.8,8.8,8.9,99.0,distr_Petr
2691,Брускетта,Ресторан,Петроградская,2000.0,9.1,9.5,8.4,13.0,distr_Petr
2703,Акварель,Ресторан,"Спортивная, Горьковская",1500.0,7.8,7.9,9.2,7.0,distr_Petr
2705,Васаби,Ресторан,Петроградская,850.0,5.5,6.2,4.9,55.0,distr_Petr
2706,Hi-Hat,Бар,Петроградская,900.0,4.5,6.1,4.7,9.0,distr_Petr
2731,Благодать,Корабль,Горьковская,2000.0,6.7,8.8,6.9,51.0,distr_Petr
2738,Северный Модерн,Банкетный зал,Чкаловская,2100.0,9.8,8.4,7.7,6.0,distr_Petr
2743,Sevilla,Ресторан,"Спортивная, Василеостровская",1800.0,7.3,8.5,7.9,23.0,distr_Petr
2744,Localita,Ресторан,Горьковская,1200.0,7.8,8.2,8.5,6.0,distr_Petr
2745,Biscotto Cafe,Кафе,"Петроградская, Чкаловская",1500.0,0.0,0.0,0.0,1.0,distr_Petr
2762,Goneli Daily,Кафе,Петроградская,800.0,0.0,0.0,0.0,20.0,distr_Petr
2763,Аддис,Кофейня,Горьковская,600.0,10.0,9.8,9.3,3.0,distr_Petr
2764,Maria Karlotta,Ресторан,"Невский Проспект, Гостиный Двор, Спортивная",1600.0,9.9,9.5,9.6,9.0,distr_Petr
2765,Цапля,Ресторан,Спортивная,1200.0,7.9,7.8,6.8,37.0,distr_Petr
2777,Ресторан 12,Ресторан,Чкаловская,1200.0,8.8,8.0,8.2,14.0,distr_Petr
2780,Линдфорс,Кафе,Петроградская,400.0,0.0,0.0,0.0,2.0,distr_Petr
2781,Займемся кофе,Кофейня,Петроградская,100.0,8.7,8.1,8.7,9.0,distr_Petr
2793,Chocolate Bar Secret Garden,Кафе,Петроградская,550.0,6.6,8.4,6.7,11.0,distr_Petr
2794,Vilnis,Ресторан,"Петроградская, Чкаловская",1500.0,8.4,9.0,9.0,3.0,distr_Petr
2800,Coffee Room,Кофейня,Петроградская,900.0,0.0,0.0,0.0,2.0,distr_Petr
2807,Форно Браво,Бар,Петроградская,900.0,7.6,7.0,8.2,29.0,distr_Petr
2813,Pan&Cake,Кофейня,Горьковская,400.0,8.5,7.3,8.1,8.0,distr_Petr
2829,Гайот,Ресторан,Петроградская,1150.0,8.4,8.6,8.2,19.0,distr_Petr
2830,Моцарт,Кафе,Горьковская,1000.0,8.0,8.4,7.7,43.0,distr_Petr
2832,Мона,Ресторан,Петроградская,1500.0,6.1,7.7,7.7,3.0,distr_Petr
2840,Больше Кофе!,Кафе,Горьковская,200.0,6.3,7.9,6.4,11.0,distr_Petr
2847,Tweed & Eat,Гастробар,Петроградская,1000.0,7.0,8.7,7.2,3.0,distr_Petr
2858,Денисов,Кафе,"Горьковская, Петроградская, Чкаловская",800.0,9.2,5.4,8.3,5.0,distr_Petr
